Size,Rooms,Floors,Owners,Age,Yard,Pool,GuestRoom,Price,NumPrice
70.055,68,31,2,29,Big,No,No,High,1
15.321,53,8,4,7,Small,No,Yes,Low,0
47.833,44,82,7,13,Big,No,No,Low,0
35.693,67,94,4,9,Small,Yes,No,Low,0
47.373,80,60,1,24,Small,Yes,No,Low,0
12.757,15,89,7,29,Small,Yes,Yes,Low,0
16.996,89,52,2,16,Big,No,No,Low,0
5.46,77,84,10,15,Small,No,No,Low,0
77.46,95,23,9,13,Small,Yes,Yes,High,1
89.775,12,9,1,24,Big,Yes,No,High,1
83.054,37,2,5,30,Big,No,No,High,1
52.687,35,43,4,17,Big,No,No,High,1
0.464,16,53,10,15,Small,Yes,Yes,Low,0
74.788,45,3,10,12,Big,Yes,Yes,High,1
61.846,77,45,2,31,Big,Yes,No,High,1
82.14,63,10,9,18,Small,No,Yes,High,1
60.826,54,30,2,5,Big,No,No,High,1
29.233,22,5,7,14,Big,Yes,Yes,Low,0
13.735,92,1,8,20,Small,Yes,No,Low,0
67.302,75,37,5,8,Big,No,No,High,1
72.193,49,82,7,29,Small,Yes,No,High,1
11.351,80,99,3,29,Small,No,No,Low,0
81.319,64,39,9,11,Small,Yes,No,High,1
51.517,32,83,3,3,Small,No,Yes,High,1
54.631,69,43,6,15,Big,Yes,Yes,High,1
93.187,66,9,4,5,Big,No,Yes,High,1
88.93,69,89,7,16,Big,No,Yes,High,1
20.175,19,8,10,0,Big,No,No,Low,0
75.841,89,96,10,25,Small,Yes,Yes,High,1
82.295,43,73,1,6,Small,Yes,Yes,High,1
71.399,40,74,10,25,Small,No,No,High,1
78.037,11,65,4,23,Big,Yes,Yes,High,1
12.172,12,15,10,14,Small,No,No,Low,0
15.765,33,13,3,2,Big,No,No,Low,0
71.63,5,45,4,25,Big,No,No,High,1
0.562,95,97,5,18,Small,Yes,No,Low,0
32.709,47,80,3,15,Big,Yes,Yes,Low,0
38.43,43,51,4,0,Small,Yes,Yes,Low,0
13.296,87,5,5,28,Big,Yes,No,Low,0
95.61,12,28,9,18,Big,No,No,High,1
31.501,57,67,7,8,Small,Yes,No,Low,0
14.52,12,2,1,1,Big,No,Yes,Low,0
27.881,8,92,8,26,Small,No,Yes,Low,0
47.618,49,56,2,29,Small,No,No,Low,0
38.709,63,29,4,6,Big,No,Yes,Low,0
0.926,57,94,1,4,Big,No,Yes,Low,0
91.914,37,68,5,3,Small,No,Yes,High,1
41.992,21,50,7,25,Big,Yes,Yes,Low,0
96.395,51,70,4,5,Small,Yes,Yes,High,1
12.92,1,83,9,5,Small,Yes,No,Low,0
79.096,79,15,7,16,Big,Yes,No,High,1
53.424,16,25,2,22,Small,No,No,High,1
90.193,32,3,10,21,Big,Yes,Yes,High,1
84.267,93,81,7,21,Big,No,No,High,1
78.289,2,34,8,26,Big,Yes,No,High,1
57.372,33,87,5,23,Big,Yes,No,High,1
24.095,45,2,3,4,Small,No,No,Low,0
44.12,42,66,1,27,Small,Yes,No,Low,0
50.944,19,11,4,8,Small,Yes,No,High,1
68.731,83,41,3,6,Big,Yes,No,High,1
65.83,45,4,6,4,Big,No,Yes,High,1
14.61,91,62,10,22,Big,Yes,Yes,Low,0
91.107,30,57,7,23,Small,No,No,High,1
17.346,74,79,4,31,Small,Yes,Yes,Low,0
36.297,35,99,7,8,Small,Yes,Yes,Low,0
36.138,81,11,10,23,Small,Yes,No,Low,0
63.99,26,46,2,8,Big,No,No,High,1
63.871,13,91,1,16,Big,No,No,High,1
81.602,9,46,6,4,Big,Yes,Yes,High,1
45.521,19,12,3,12,Big,No,Yes,Low,0
28.247,72,97,8,15,Small,Yes,No,Low,0
65.886,71,15,8,9,Big,No,Yes,High,1
2.473,57,62,9,22,Small,Yes,No,Low,0
91.857,31,32,1,6,Small,No,Yes,High,1
44.976,88,70,3,24,Small,No,Yes,Low,0
42.277,28,57,4,1,Big,Yes,No,Low,0
37.174,4,28,8,31,Big,No,No,Low,0
19.778,40,96,3,9,Small,No,Yes,Low,0
59.308,26,24,10,7,Big,Yes,Yes,High,1
4.293,1,87,3,7,Small,Yes,No,Low,0
75.598,30,29,2,0,Big,Yes,Yes,High,1
73.126,5,77,7,2,Big,Yes,No,High,1
48.87,22,69,2,8,Small,Yes,No,Low,0
69.919,54,49,1,5,Small,Yes,Yes,High,1
4.727,60,25,6,27,Big,No,No,Low,0
32.282,48,97,6,18,Small,No,Yes,Low,0
32.928,85,81,5,2,Small,Yes,No,Low,0
25.187,16,23,9,20,Small,No,No,Low,0
70.399,14,85,5,8,Small,Yes,Yes,High,1
45.181,78,39,8,27,Big,Yes,No,Low,0
51.476,97,97,9,4,Big,Yes,No,High,1
14.213,73,32,4,8,Small,Yes,Yes,Low,0
79.875,33,15,10,25,Small,Yes,No,High,1
72.586,63,39,9,4,Small,No,No,High,1
21.85,98,88,3,18,Small,Yes,Yes,Low,0
1.27,53,66,8,30,Small,No,Yes,Low,0
26.291,88,40,1,0,Big,Yes,Yes,Low,0
97.38,94,7,5,15,Big,Yes,No,High,1
53.874,70,73,2,12,Big,No,No,High,1
17.699,64,5,3,28,Small,Yes,No,Low,0
9.109,76,83,9,24,Big,Yes,Yes,Low,0
48.67,25,53,8,16,Big,Yes,Yes,Low,0
17.381,91,84,9,31,Small,No,No,Low,0
65.543,81,90,3,13,Big,Yes,No,High,1
49.94,50,86,6,20,Small,Yes,No,High,1
14.933,56,100,1,1,Big,Yes,Yes,Low,0
68.035,25,41,3,29,Small,Yes,No,High,1
36.511,57,12,6,27,Big,No,Yes,Low,0
52.638,2,69,2,3,Big,Yes,No,High,1
76.559,85,71,6,14,Big,Yes,No,High,1
73.073,66,54,8,18,Small,Yes,No,High,1
81.472,22,16,7,8,Big,Yes,No,High,1
39.614,97,66,8,20,Small,Yes,No,Low,0
95.375,30,37,1,23,Big,Yes,Yes,High,1
99.648,97,39,8,25,Small,Yes,Yes,High,1
39.269,87,16,1,24,Small,Yes,No,Low,0
18.237,70,74,6,10,Big,No,No,Low,0
43.586,12,96,6,6,Big,No,No,Low,0
13.287,84,76,10,18,Big,No,Yes,Low,0
98.122,34,7,4,12,Small,No,Yes,High,1
34.796,74,47,9,20,Big,No,Yes,Low,0
50.436,3,31,6,28,Big,Yes,No,High,1
70.137,41,85,2,23,Small,No,Yes,High,1
6.313,53,67,6,7,Big,No,No,Low,0
92.948,46,47,4,24,Small,No,No,High,1
18.044,13,13,4,13,Big,Yes,Yes,Low,0
20.995,5,29,2,6,Big,No,No,Low,0
27.279,37,57,3,18,Big,Yes,Yes,Low,0
45.647,17,100,4,2,Big,Yes,Yes,Low,0
63.427,24,83,6,17,Small,No,No,High,1
48.129,73,76,7,27,Big,Yes,Yes,Low,0
30.991,9,11,8,16,Big,No,No,Low,0
65.953,9,9,2,22,Big,No,Yes,High,1
82.236,49,81,8,3,Big,Yes,No,High,1
16.96,39,28,9,19,Big,No,Yes,Low,0
10.749,68,71,7,21,Big,Yes,No,Low,0
91.18,12,36,9,8,Big,No,Yes,High,1
0.875,29,37,4,12,Big,Yes,No,Low,0
76.097,46,51,3,1,Small,Yes,No,High,1
91.824,65,75,4,30,Big,Yes,No,High,1
66.542,19,96,9,17,Small,No,Yes,High,1
32.737,24,98,1,26,Small,No,No,Low,0
16.037,47,19,1,12,Small,No,No,Low,0
76.256,38,32,7,0,Small,Yes,Yes,High,1
74.545,15,60,9,5,Small,Yes,No,High,1
48.324,27,80,9,20,Big,No,No,Low,0
11.247,73,69,2,13,Big,No,No,Low,0
29.967,34,22,2,12,Big,Yes,Yes,Low,0
89.019,62,99,4,25,Small,No,No,High,1
89.338,53,27,4,7,Small,No,Yes,High,1
59.56,21,69,10,22,Small,No,Yes,High,1
33.783,24,7,4,28,Big,Yes,Yes,Low,0
98.257,19,69,2,20,Small,No,Yes,High,1
79.572,45,7,1,16,Small,No,No,High,1
40.694,99,18,7,22,Big,Yes,Yes,Low,0
35.742,46,47,1,7,Big,Yes,Yes,Low,0
23.841,87,55,5,27,Small,No,No,Low,0
96.601,97,37,1,6,Big,No,No,High,1
70.868,70,39,8,16,Big,Yes,Yes,High,1
24.957,3,83,7,26,Big,Yes,No,Low,0
50.678,76,32,1,29,Small,No,Yes,High,1
17.434,74,24,10,28,Big,Yes,No,Low,0
88.221,94,51,10,17,Small,Yes,No,High,1
52.68,10,79,4,30,Small,Yes,Yes,High,1
28.193,61,96,5,10,Big,No,Yes,Low,0
97.539,70,88,10,31,Big,No,Yes,High,1
37.017,26,75,7,21,Small,Yes,No,Low,0
94.972,19,23,2,31,Small,Yes,No,High,1
48.289,68,19,7,6,Big,No,No,Low,0
83.615,21,76,6,10,Big,Yes,Yes,High,1
47.553,58,65,7,1,Big,Yes,Yes,Low,0
77.744,34,85,7,31,Small,No,Yes,High,1
23.228,50,97,3,1,Small,Yes,Yes,Low,0
24.972,4,80,5,14,Big,Yes,No,Low,0
80.466,20,72,5,29,Small,No,Yes,High,1
3.542,16,92,8,23,Big,Yes,Yes,Low,0
31.886,81,68,7,20,Big,No,No,Low,0
6.712,66,93,10,20,Big,Yes,No,Low,0
9.092,40,62,9,30,Big,No,No,Low,0
43.204,26,60,7,6,Small,No,Yes,Low,0
98.843,64,73,6,15,Small,No,Yes,High,1
63.008,89,12,10,26,Big,Yes,Yes,High,1
70.881,45,64,9,19,Big,No,Yes,High,1
92.363,66,68,9,8,Small,Yes,Yes,High,1
33.974,38,23,6,25,Small,Yes,Yes,Low,0
17.794,71,82,8,31,Small,No,Yes,Low,0
65.322,5,94,3,11,Big,No,Yes,High,1
76.439,15,59,6,24,Small,Yes,Yes,High,1
83.22,79,34,1,20,Small,No,Yes,High,1
97.082,56,66,4,8,Small,Yes,No,High,1
79.673,66,99,7,29,Small,Yes,Yes,High,1
2.559,59,51,6,4,Big,No,No,Low,0
10.697,16,95,8,12,Small,No,Yes,Low,0
11.303,72,62,2,10,Big,Yes,Yes,Low,0
95.011,87,44,4,6,Small,No,No,High,1
4.099,40,47,9,18,Big,No,Yes,Low,0
13.4,40,47,2,21,Big,Yes,Yes,Low,0
13.079,78,11,5,10,Small,Yes,Yes,Low,0
59.608,69,32,10,9,Big,No,No,High,1
91.56,35,34,7,6,Big,No,No,High,1
65.233,50,64,2,31,Small,No,Yes,High,1
70.99,77,51,5,13,Big,Yes,Yes,High,1
48.82,57,31,4,14,Big,Yes,Yes,Low,0
49.667,13,90,5,28,Big,Yes,Yes,Low,0
7.608,98,6,7,2,Big,No,Yes,Low,0
11.513,88,88,4,3,Big,Yes,No,Low,0
56.509,59,68,4,2,Big,No,Yes,High,1
80.596,84,74,2,22,Small,Yes,No,High,1
14.195,3,41,6,30,Small,No,No,Low,0
85.562,99,33,10,14,Small,Yes,Yes,High,1
70.936,60,21,3,15,Small,No,No,High,1
76.903,36,40,8,21,Small,No,Yes,High,1
30.551,80,68,10,12,Small,Yes,No,Low,0
74.465,22,85,4,29,Big,Yes,No,High,1
0.734,24,21,9,0,Small,Yes,Yes,Low,0
64.169,88,6,9,10,Small,Yes,Yes,High,1
8.353,53,88,8,0,Small,Yes,No,Low,0
1.666,39,4,4,6,Small,Yes,No,Low,0
7.249,79,56,1,23,Small,Yes,No,Low,0
11.757,57,5,5,28,Big,Yes,Yes,Low,0
1.677,46,52,10,20,Small,No,No,Low,0
58.698,67,64,5,30,Big,No,No,High,1
65.582,39,98,2,18,Small,Yes,No,High,1
36.904,99,68,9,1,Big,Yes,No,Low,0
91.623,96,98,3,28,Big,No,No,High,1
56.127,65,69,3,30,Big,Yes,No,High,1
33.749,85,2,9,5,Big,No,No,Low,0
71.701,19,6,8,15,Small,No,No,High,1
17.505,36,37,4,28,Big,Yes,No,Low,0
96.915,20,23,10,1,Big,No,No,High,1
67.36,55,42,8,18,Small,Yes,No,High,1
6.47,57,48,8,9,Big,Yes,No,Low,0
62.859,79,99,8,21,Small,No,Yes,High,1
92.13,28,88,10,27,Big,No,Yes,High,1
27.296,31,93,6,8,Small,Yes,Yes,Low,0
63.076,8,54,6,2,Big,Yes,Yes,High,1
67.87,60,24,3,14,Big,Yes,No,High,1
4.777,100,67,10,30,Big,Yes,No,Low,0
91.709,44,38,1,15,Big,No,No,High,1
45.066,28,62,5,8,Small,No,No,Low,0
90.087,29,80,3,26,Small,Yes,Yes,High,1
53.359,28,47,6,3,Small,No,Yes,High,1
21.781,65,26,1,30,Big,Yes,Yes,Low,0
53.708,81,73,4,15,Big,No,No,High,1
21.122,99,26,2,5,Small,No,No,Low,0
6.178,4,41,5,2,Small,Yes,Yes,Low,0
13.591,18,28,6,31,Big,No,Yes,Low,0
71.595,100,4,9,4,Small,Yes,Yes,High,1
42.265,34,89,3,12,Small,Yes,Yes,Low,0
28.769,22,80,10,0,Big,No,No,Low,0
17.467,30,25,3,20,Big,No,No,Low,0
43.906,55,73,9,8,Small,Yes,Yes,Low,0
30.472,87,34,7,20,Big,No,Yes,Low,0
40.76,79,69,5,20,Small,No,No,Low,0
31.845,8,1,3,17,Big,Yes,Yes,Low,0
40.638,20,31,10,24,Small,No,Yes,Low,0
84.54,21,64,3,14,Small,No,Yes,High,1
12.968,46,71,9,16,Big,No,No,Low,0
5.798,38,15,3,11,Small,Yes,Yes,Low,0
53.753,49,37,7,22,Big,Yes,No,High,1
25.836,91,98,1,14,Small,Yes,Yes,Low,0
97.802,50,68,2,0,Big,No,Yes,High,1
8.284,92,21,7,9,Small,No,Yes,Low,0
3.76,92,60,10,26,Small,Yes,Yes,Low,0
78.164,72,65,9,29,Big,Yes,Yes,High,1
32.842,93,30,3,19,Big,No,No,Low,0
9.026,51,28,5,21,Big,No,No,Low,0
67.519,85,55,10,7,Small,No,Yes,High,1
